ID,Species Name
46063,Corydoras evelynae
68245,Corydoras eversi
46064,Corydoras filamentosus
46065,Corydoras flaveolus
46066,Corydoras fowleri
69466,Corydoras fulleri
46067,Corydoras garbei
57890,Corydoras geoffroy
46068,Corydoras geryi
65539,Corydoras gladysae
46070,Corydoras gomezi
12171,Corydoras gossei
46079,Corydoras gracilis
12172,Corydoras griseus
67315,Corydoras gryphus
12176,Corydoras guapore
46082,Corydoras guianensis
46083,Corydoras habrosus
12177,Corydoras haraldschultzi
12178,Corydoras hastatus
46097,Corydoras heteromorphus
46098,Corydoras imitator
53684,Corydoras incolicana
63077,Corydoras isbrueckeri
10923,Corydoras julii
56533,Corydoras kanei
69042,Corydoras knaacki
49840,Corydoras lacerdai
67595,Corydoras lacrimostigmata
46099,Corydoras lamberti
46100,Corydoras latus
46101,Corydoras leopardus
46102,Corydoras leucomelas
63496,Corydoras longipinnis
46104,Corydoras loretoensis
46106,Corydoras loxozonus
67158,Corydoras lymnades
12183,Corydoras maculifer
60762,Corydoras mamore
10924,Corydoras melanistius
46110,Corydoras melanotaenia
12184,Corydoras melini
12185,Corydoras metae
46125,Corydoras micracanthus
66216,Corydoras microcephalus
46126,Corydoras multimaculatus
13125,Corydoras multiradiatus
46157,Corydoras nanus
46158,Corydoras napoensis
46159,Corydoras narcissus
12187,Corydoras nattereri
63076,Corydoras negro
57880,Corydoras nijsseni
63079,Corydoras noelkempffi
46164,Corydoras oiapoquensis
46168,Corydoras ornatus
46169,Corydoras orphnopterus
63508,Corydoras ortegai
46171,Corydoras osteocarus
46174,Corydoras ourastigma
46176,Corydoras oxyrhynchus
10926,Corydoras paleatus
12188,Corydoras panda
58333,Corydoras pantanalensis
63075,Corydoras paragua
53682,Corydoras parallelus
12189,Corydoras pastazensis
63074,Corydoras paucerna
65540,Corydoras petracinii
53691,Corydoras pinheiroi
46180,Corydoras polystictus
46182,Corydoras potaroensis
12192,Corydoras pulcher
12193,Corydoras punctatus
12194,Corydoras pygmaeus
12195,Corydoras rabauti
10927,Corydoras reticulatus
46218,Corydoras reynoldsi
46219,Corydoras robineae
46220,Corydoras robustus
46221,Corydoras sanchesi
46222,Corydoras saramaccensis
53692,Corydoras sarareensis
46224,Corydoras schwartzi
46226,Corydoras semiaquilus
46227,Corydoras septentrionalis
53690,Corydoras serratus
53693,Corydoras seussi
49839,Corydoras similis
46229,Corydoras simulatus
57893,Corydoras sipaliwini
46231,Corydoras sodalis
46232,Corydoras solox
56455,Corydoras spectabilis
12196,Corydoras spilurus
12154,Corydoras splendens
12197,Corydoras steindachneri
48829,Corydoras stenocephalus
46235,Corydoras sterbai
46238,Corydoras surinamensis
46245,Corydoras sychri
12198,Corydoras treitlii
12199,Corydoras trilineatus
61669,Corydoras tukano
46246,Corydoras undulatus
65629,Corydoras urucu
53736,Corydoras virginiae
46293,Corydoras vittatus
12201,Corydoras weitzmani
12202,Corydoras xinguensis
46247,Corydoras zygatus
48149,Corymbophanes andersoni
57850,Corymbophanes kaiei
12349,Corynopoma riisei
46392,Coryogalops adamsoni
46394,Coryogalops anomolus
59337,Coryogalops bretti
46395,Coryogalops bulejiensis
68614,Coryogalops guttatus
46396,Coryogalops monospilus
68445,Coryogalops nanus
46338,Coryogalops ocheticus
68613,Coryogalops pseudomonospilus
22953,Coryogalops sordidus
26677,Coryogalops tessellatus
9972,Coryogalops william
7,Coryphaena equiselis
6,Coryphaena hippurus
8467,Coryphaenoides acrolepis
58837,Coryphaenoides affinis
58864,Coryphaenoides alateralis
23628,Coryphaenoides altipinnis
8470,Coryphaenoides anguliceps
8471,Coryphaenoides ariommus
5127,Coryphaenoides armatus
23206,Coryphaenoides asper
52184,Coryphaenoides asprellus
13881,Coryphaenoides boops
27726,Coryphaenoides brevibarbis
13882,Coryphaenoides bucephalus
13886,Coryphaenoides bulbiceps
52180,Coryphaenoides camurus
13887,Coryphaenoides capito
17066,Coryphaenoides carapinus
8472,Coryphaenoides carminifer
52216,Coryphaenoides castaneus
8473,Coryphaenoides cinereus
8182,Coryphaenoides delsolari
58844,Coryphaenoides dossenus
52182,Coryphaenoides dubius
50077,Coryphaenoides fernandezianus
7133,Coryphaenoides ferrieri
23205,Coryphaenoides filamentosus
7189,Coryphaenoides filicauda
24679,Coryphaenoides filifer
27055,Coryphaenoides grahami
8176,Coryphaenoides guentheri
59963,Coryphaenoides gypsochilus
52219,Coryphaenoides hextii
52220,Coryphaenoides hoskynii
7134,Coryphaenoides lecointei
17101,Coryphaenoides leptolepis
24968,Coryphaenoides liocephalus
52230,Coryphaenoides longicirrhus
8474,Coryphaenoides longifilis
47158,Coryphaenoides macrolophus
8476,Coryphaenoides marginatus
17059,Coryphaenoides marshalli
27118,Coryphaenoides mcmillani
8175,Coryphaenoides mediterraneus
8477,Coryphaenoides mexicanus
16267,Coryphaenoides microps
58849,Coryphaenoides microstomus
46974,Coryphaenoides murrayi
13894,Coryphaenoides myersi
8478,Coryphaenoides nasutus
50076,Coryphaenoides oreinos
58853,Coryphaenoides orthogrammus
52234,Coryphaenoides paramarshalli
17103,Coryphaenoides profundicolus
16255,Coryphaenoides rudis
332,Coryphaenoides rupestris
16270,Coryphaenoides semiscaber
8480,Coryphaenoides serrulatus
58857,Coryphaenoides sibogae
68731,Coryphaenoides soyoae
51987,Coryphaenoides spinulosus
16772,Coryphaenoides striaturus
8481,Coryphaenoides subserrulatus
17061,Coryphaenoides thelestomus
52222,Coryphaenoides tydemani
52229,Coryphaenoides woodmasoni
52233,Coryphaenoides yaquinae
8482,Coryphaenoides zaniophorus
7644,Coryphoblennius galerita
3841,Coryphopterus alloides
3842,Coryphopterus dicrus
3843,Coryphopterus eidolon
3844,Coryphopterus glaucofraenum
3845,Coryphopterus hyalinus
63493,Coryphopterus kuna
3846,Coryphopterus lipernes
3848,Coryphopterus personatus
3849,Coryphopterus punctipectophorus
3850,Coryphopterus thrix
63732,Coryphopterus tortugae
25534,Coryphopterus urospilus
28076,Coryphopterus venezuelae
6659,Corythoichthys amplexus
63726,Corythoichthys benedetto
66915,Corythoichthys conspicillatus
5959,Corythoichthys flavofasciatus
5960,Corythoichthys haematopterus
25368,Corythoichthys insularis
5961,Corythoichthys intestinalis
5962,Corythoichthys nigripectus
5963,Corythoichthys ocellatus
27349,Corythoichthys paxtoni
5964,Corythoichthys polynotatus
5965,Corythoichthys schultzi
3280,Cosmocampus albirostris
3293,Cosmocampus arctus
7875,Cosmocampus balli
5966,Cosmocampus banneri
3281,Cosmocampus brachycephalus
46217,Cosmocampus coccineus
5967,Cosmocampus darrosanus
3297,Cosmocampus elucens
46223,Cosmocampus heraldi
3302,Cosmocampus hildebrandi
46115,Cosmocampus howensis
46117,Cosmocampus investigatoris
5968,Cosmocampus maxweberi
3282,Cosmocampus profundus
17234,Cosmocampus retropinnis
27255,Cosmochilus cardinalis
22736,Cosmochilus falcifer
27101,Cosmochilus harmandi
58237,Cosmochilus nanlaensis
10528,Cottapistus cottoides
48058,Cottinella boulengeri
23946,Cottiusculus gonez
65530,Cottiusculus nihonkaiensis
23947,Cottiusculus schmidti
65005,Cottoclinus canops
62257,Cottocomephorus alexandrae
4495,Cottocomephorus grewingkii
26381,Cottocomephorus inermis
51212,Cottoperca gobio
66100,Cottoperca trigloides
51209,Cottunculus granulosus
58787,Cottunculus konstantinovi
9199,Cottunculus microps
47424,Cottunculus nudus
15481,Cottunculus sadko
16874,Cottunculus spinosus
15623,Cottunculus thomsonii
63507,Cottunculus tubulosus
4061,Cottus aleuticus
67062,Cottus altaicus
23932,Cottus amblystomopsis
4062,Cottus asper
4063,Cottus asperrimus
62350,Cottus aturi
4064,Cottus baileyi
4065,Cottus bairdii
4066,Cottus beldingii
60841,Cottus bendirei
57882,Cottus caeruleomentum
4067,Cottus carolinae
64192,Cottus chattahoochee
4068,Cottus cognatus
4069,Cottus confusus
47986,Cottus czerskii
62354,Cottus duranii
63081,Cottus dzungaricus
4070,Cottus echinatus
4071,Cottus extensus
4072,Cottus girardi
2439,Cottus gobio
68160,Cottus gratzianowi
4073,Cottus greenei
4074,Cottus gulosus
65609,Cottus haemusi
23934,Cottus hangiongensis
62351,Cottus hispaniolensis
60843,Cottus hubbsi
10359,Cottus hypselurus
65300,Cottus immaculatus
62135,Cottus kanawhae
23929,Cottus kazika
4075,Cottus klamathensis
67061,Cottus kolymensis
62497,Cottus koreanus
62362,Cottus koshewnikowi
67063,Cottus kuznetzovi
4076,Cottus leiopomus
4077,Cottus marginatus
62359,Cottus metae
62361,Cottus microstomus
48043,Cottus nasalis
23931,Cottus nozawae
4081,Cottus paulus
62356,Cottus perifretum
4078,Cottus perplexus
49384,Cottus petiti
4079,Cottus pitensis
8419,Cottus poecilopus
23930,Cottus pollux
4080,Cottus princeps
23935,Cottus reinii
62357,Cottus rhenanus
4082,Cottus rhotheus
4083,Cottus ricei
62355,Cottus rondeleti
64990,Cottus sabaudicus
62358,Cottus scaturigo
67274,Cottus schitsuumsh
47990,Cottus sibiricus
66808,Cottus specus
23051,Cottus spinulosus
63082,Cottus szanaga
64191,Cottus tallapoosae
4084,Cottus tenuis
62360,Cottus transsilvaniae
48320,Cottus volki
9942,Cotylopus acutipinnis
62745,Cotylopus rubripinnis
2748,Couesius plumbeus
47276,Cranoglanis bouderius
65676,Cranoglanis caolangensis
59911,Cranoglanis henrici
61492,Cranoglanis multiradiata
65727,Cranoglanis songhongensis
47024,Crapatalus angusticeps
51513,Crapatalus munroi
49317,Crapatalus novaezelandiae
22540,Crassinarke dormitor
53602,Craterocephalus amniculus
15109,Craterocephalus capreoli
53506,Craterocephalus centralis
22658,Craterocephalus cuneiceps
10463,Craterocephalus dalhousiensis
10464,Craterocephalus eyresii
53603,Craterocephalus fistularis
25879,Craterocephalus fluviatilis
53601,Craterocephalus fulvus
10465,Craterocephalus gloveri
10466,Craterocephalus helenae
15119,Craterocephalus honoriae
10467,Craterocephalus kailolae
10469,Craterocephalus lacustris
62746,Craterocephalus laisapi
10474,Craterocephalus lentiginosus
10475,Craterocephalus marianae
22663,Craterocephalus marjoriae
15238,Craterocephalus mugiloides
15268,Craterocephalus munroi
25665,Craterocephalus nouhuysi
52320,Craterocephalus pauciradiatus
10476,Craterocephalus pimatuae
25669,Craterocephalus randi
22666,Craterocephalus stercusmuscarum
22668,Craterocephalus stramineus
17265,Cratinus agassizii
51283,Creagrutus affinis
51280,Creagrutus amoenus
51279,Creagrutus anary
58434,Creagrutus atratus
51282,Creagrutus atrisignum
58436,Creagrutus barrigai
12351,Creagrutus beni
51277,Creagrutus bolivari
51284,Creagrutus brevipinnis
58437,Creagrutus britskii
58438,Creagrutus calai
51286,Creagrutus caucanus
68645,Creagrutus cerritulus
58439,Creagrutus changae
51134,Creagrutus cochui
58440,Creagrutus cracentis
58441,Creagrutus crenatus
58442,Creagrutus ephippiatus
58443,Creagrutus figueiredoi
58444,Creagrutus flavescens
53429,Creagrutus gephyrus
58445,Creagrutus gracilis
62578,Creagrutus guanes
58446,Creagrutus gyrospilus
48629,Creagrutus hildebrandi
58447,Creagrutus holmi
51853,Creagrutus hysginus
58448,Creagrutus ignotus
52030,Creagrutus kunturus
58449,Creagrutus lassoi
51855,Creagrutus lepidus
58450,Creagrutus machadoi
65460,Creagrutus maculosus
51285,Creagrutus magdalenae
58451,Creagrutus magoi
58452,Creagrutus manu
51708,Creagrutus maracaiboensis
51314,Creagrutus maxillaris
28003,Creagrutus melanzonus
51887,Creagrutus melasma
58453,Creagrutus menezesi
58454,Creagrutus meridionalis
58455,Creagrutus molinus
58456,Creagrutus mucipu
51278,Creagrutus muelleri
51707,Creagrutus nigrostigmatus
67720,Creagrutus nigrotaeniatus
58457,Creagrutus occidaneus
58458,Creagrutus ortegai
58459,Creagrutus ouranonastes
53430,Creagrutus paraguayensis
48627,Creagrutus paralacus
56458,Creagrutus pearsoni
51135,Creagrutus peruanus
58460,Creagrutus petilus
51275,Creagrutus phasma
58461,Creagrutus pila
28004,Creagrutus planquettei
58462,Creagrutus provenzanoi
58463,Creagrutus runa
58464,Creagrutus saxatilis
58465,Creagrutus seductus
58466,Creagrutus taphorni
61980,Creagrutus tuyuka
58467,Creagrutus ungulus
62335,Creagrutus varii
58468,Creagrutus veruina
58469,Creagrutus vexillapinnus
58470,Creagrutus xiphos
65282,Creagrutus yanatili
69131,Creagrutus yudja
58471,Creagrutus zephyrus
59434,Creedia alleni
59524,Creedia bilineata
51510,Creedia haswelli
51511,Creedia partimsquamigera
17070,Cremnochorites capensis
57480,Crenicara latruncularium
12326,Crenicara punctulata
3167,Crenichthys baileyi
3168,Crenichthys nevadae
46805,Crenicichla acutirostris
46808,Crenicichla adspersa
46809,Crenicichla albopunctata
23394,Crenicichla alta
68015,Crenicichla anamiri
26688,Crenicichla anthurus
47115,Crenicichla brasiliensis
46821,Crenicichla britskii
46848,Crenicichla cametana
46824,Crenicichla celidochilus
66959,Crenicichla chicha
46351,Crenicichla cincta
46840,Crenicichla compressiceps
46841,Crenicichla coppenamensis
26678,Crenicichla cyanonotus
46845,Crenicichla cyclostoma
63899,Crenicichla empheres
52191,Crenicichla frenata
46855,Crenicichla gaucho
12329,Crenicichla geayi
66924,Crenicichla gillmorlisi
63898,Crenicichla hadrostigma
52206,Crenicichla haroldoi
46856,Crenicichla heckeli
46857,Crenicichla hemera
65615,Crenicichla hu
56539,Crenicichla hummelincki
46858,Crenicichla igara
62912,Crenicichla iguapina
52202,Crenicichla iguassuensis
56544,Crenicichla inpa
56541,Crenicichla isbrueckeri
52204,Crenicichla jaguarensis
46861,Crenicichla jegui
26682,Crenicichla johanna
46864,Crenicichla jupiaensis
46870,Crenicichla jurubi
52190,Crenicichla labrina
46875,Crenicichla lacustris
46876,Crenicichla lenticulata
11159,Crenicichla lepidota
67611,Crenicichla lucenai
26687,Crenicichla lucius
46877,Crenicichla lugubris
46880,Crenicichla macrophthalma
62915,Crenicichla maculata
64862,Crenicichla mandelburgeri
52192,Crenicichla marmorata
56540,Crenicichla menezesi
46881,Crenicichla minuano
46885,Crenicichla missioneira
67954,Crenicichla monicae
46887,Crenicichla mucuryna
46890,Crenicichla multispinosa
46893,Crenicichla nickeriensis
46895,Crenicichla niederleinii
52205,Crenicichla notophthalmus
56537,Crenicichla pellegrini
46903,Crenicichla percna
46904,Crenicichla phaiospilus
68874,Crenicichla ploegi
46906,Crenicichla prenda
26685,Crenicichla proteus
56557,Crenicichla punctata
56536,Crenicichla pydanielae
46910,Crenicichla regani
25779,Crenicichla reticulata
46476,Crenicichla rosemariae
56535,Crenicichla santosi
12312,Crenicichla saxatilis
46911,Crenicichla scottii
26681,Crenicichla sedentaria
26683,Crenicichla semicincta
23471,Crenicichla semifasciata
46914,Crenicichla sipaliwini
56538,Crenicichla stocki
52193,Crenicichla strigata
56542,Crenicichla sveni
67406,Crenicichla taikyra
68104,Crenicichla tapii
46915,Crenicichla tendybaguassu
46917,Crenicichla ternetzi
64949,Crenicichla tesay
52207,Crenicichla tigrina
62913,Crenicichla tingui
68103,Crenicichla tuca
46921,Crenicichla urosema
58473,Crenicichla vaillanti
56543,Crenicichla virgatula
46924,Crenicichla vittata
46928,Crenicichla wallacii
64005,Crenicichla yaha
65791,Crenicichla ypo
64634,Crenicichla zebrina
7931,Crenidens crenidens
68299,Crenidens indicus
68300,Crenidens macracanthus
4817,Crenimugil buchanani
5653,Crenimugil crenilabis
15723,Crenimugil heterocheilos
46377,Crenimugil pedaraki
5659,Crenimugil seheli
12352,Crenuchus spilurus
51507,Creocele cardinalis
68133,Creteuchiloglanis arunachalensis
66182,Creteuchiloglanis brachypterus
51031,Creteuchiloglanis gongshanensis
51011,Creteuchiloglanis kamengensis
66181,Creteuchiloglanis longipectoralis
62059,Creteuchiloglanis macropterus
68247,Creteuchiloglanis payjab
12294,Cribroheros alfari
26742,Cribroheros altifrons
57877,Cribroheros bussingi
26745,Cribroheros diquis
26748,Cribroheros longimanus
26753,Cribroheros rhytisma
26756,Cribroheros robertsoni
26759,Cribroheros rostratus
8002,Cristacirrhitus punctatus
63320,Cristatogobius albius
59386,Cristatogobius aurimaculatus
59257,Cristatogobius lophius
23604,Cristatogobius nonatoae
61447,Cristatogobius rubripectoralis
51516,Cristiceps argyropleura
46998,Cristiceps aurantiacus
51515,Cristiceps australis
46606,Crocodilichthys gracilis
6338,Croilia mossambica
5225,Cromeria nilotica
11075,Cromeria occidentalis
6457,Cromileptes altivelis
57689,Crossocheilus atrilimes
24457,Crossocheilus burmanicus
63412,Crossocheilus caudomaculatus
17376,Crossocheilus cobitis
24459,Crossocheilus diplochilus
66269,Crossocheilus elegans
17377,Crossocheilus gnathopogon
9943,Crossocheilus klatti
17379,Crossocheilus langei
24464,Crossocheilus latius
68632,Crossocheilus microstoma
17380,Crossocheilus nigriloba
12063,Crossocheilus oblongus
64993,Crossocheilus obscurus
54307,Crossocheilus periyarensis
65637,Crossocheilus pseudobagroides
27162,Crossocheilus reticulatus
68644,Crossocheilus tchangi
50641,Crossoloricaria cephalaspis
50643,Crossoloricaria variegata
50644,Crossoloricaria venezuelae
11676,Crossorhombus azureus
15295,Crossorhombus howensis
59544,Crossorhombus kanekonis
15296,Crossorhombus kobensis
7642,Crossorhombus valderostratus
7560,Crossosalarias macrospilus
47984,Crossostomus chilensis
47985,Crossostomus fasciatus
63131,Cruciglanis pacifici
54025,Cruriraja andamanica
47679,Cruriraja atlantis
54099,Cruriraja cadenati
25554,Cruriraja durbanensis
65819,Cruriraja hulleyi
10122,Cruriraja parcomaculata
47558,Cruriraja poeyi
51854,Cruriraja rugosa
7111,Cryodraco antarcticus
60586,Cryodraco atkinsoni
52687,Cryodraco pappenheimi
63466,Cryothenia amphitreta
7038,Cryothenia peninsulae
3817,Cryptacanthodes aleutensis
23798,Cryptacanthodes bergi
54155,Cryptacanthodes giganteus
3815,Cryptacanthodes maculatus
68691,Cryptancistrus similis
26766,Cryptarius daugueti
23385,Cryptarius truncatus
46327,Cryptichthys jojettae
46397,Cryptocentroides arabicus
56151,Cryptocentroides gobioides
7233,Cryptocentroides insignis
23636,Cryptocentrus albidorsus
69218,Cryptocentrus altipinna
61023,Cryptocentrus bulbiceps
25798,Cryptocentrus caeruleomaculatus
12748,Cryptocentrus caeruleopunctatus
59824,Cryptocentrus callopterus
59239,Cryptocentrus cebuanus
7208,Cryptocentrus cinctus
25797,Cryptocentrus cryptocentrus
66996,Cryptocentrus cyanospilotus
56816,Cryptocentrus cyanotaenia
59241,Cryptocentrus diproctotaenia
68734,Cryptocentrus epakros
12679,Cryptocentrus fasciatus
56154,Cryptocentrus flavus
56806,Cryptocentrus inexplicatus
61305,Cryptocentrus insignitus
59825,Cryptocentrus leonis
25799,Cryptocentrus leptocephalus
13767,Cryptocentrus leucostictus
25800,Cryptocentrus lutheri
62035,Cryptocentrus malindiensis
56153,Cryptocentrus maudae
67512,Cryptocentrus melanopus
66997,Cryptocentrus multicinctus
69236,Cryptocentrus nanus
23637,Cryptocentrus nigrocellatus
61309,Cryptocentrus niveatus
7235,Cryptocentrus octofasciatus
59242,Cryptocentrus pavoninoides
62659,Cryptocentrus polyophthalmus
61307,Cryptocentrus pretiosus
67818,Cryptocentrus sericus
23641,Cryptocentrus shigensis
7209,Cryptocentrus strigilliceps
65039,Cryptocentrus tentaculatus
59826,Cryptocentrus wehrlei
59243,Cryptocentrus yatsui
63671,Cryptoheros chetumalensis
63668,Cryptoheros cutteri
26803,Cryptoheros panamensis
7775,Cryptoheros spilurus
68105,Cryptomyrus ogoouensis
68106,Cryptomyrus ona
3098,Cryptopsaras couesii
16638,Cryptopsilotris batrachodes
3674,Cryptotomus roseus
26877,Cryptotora thamicola
3714,Cryptotrema corallinum
54352,Cryptotrema seftoni
3389,Crystallaria asprella
63734,Crystallaria cincotta
24140,Crystallias matsushimae
51975,Crystallichthys cameliae
4180,Crystallichthys cyclospilus
50815,Crystallichthys mirabilis
58169,Crystallodytes cookei
68168,Crystallodytes enderburyensis
59435,Crystallodytes pauciradiatus
60,Crystallogobius linearis
5918,Ctenacis fehlmanni
48315,Cteniloricaria maculata
66579,Cteniloricaria napova
48316,Cteniloricaria platystoma
58031,Ctenobrycon alleni
26443,Ctenobrycon hauxwellianus
62339,Ctenobrycon multiradiatus
65832,Ctenobrycon oliverai
10629,Ctenobrycon spilurus
6012,Ctenochaetus binotatus
59486,Ctenochaetus cyanocheilus
59589,Ctenochaetus flavicauda
6013,Ctenochaetus hawaiiensis
6014,Ctenochaetus marginatus
1262,Ctenochaetus striatus
6015,Ctenochaetus strigosus
6016,Ctenochaetus tominiensis
59487,Ctenochaetus truncatus
67075,Ctenocheirodon pristis
55135,Ctenochirichthys longimanus
6751,Ctenochromis horei
6766,Ctenochromis luluae
6805,Ctenochromis oligacanthus
6819,Ctenochromis pectoralis
6833,Ctenochromis polli
7237,Ctenogobiops aurocingulus
66998,Ctenogobiops crocineus
7238,Ctenogobiops feroculus
61584,Ctenogobiops formosa
27561,Ctenogobiops maculosus
63937,Ctenogobiops mitodes
7210,Ctenogobiops pomastictus
7211,Ctenogobiops tangaroai
65006,Ctenogobiops tongaensis
60424,Ctenogobius aestivaregia
3858,Ctenogobius boleosoma
55205,Ctenogobius cervicosquamus
59395,Ctenogobius chengtuensis
67673,Ctenogobius chusanensis
59366,Ctenogobius clarki
62531,Ctenogobius claytonii
15792,Ctenogobius fasciatus
59378,Ctenogobius fukushimai
11702,Ctenogobius lepturus
46905,Ctenogobius manglicola
55530,Ctenogobius phenacus
3863,Ctenogobius pseudofasciatus
3864,Ctenogobius saepepallens
3861,Ctenogobius sagittula
59359,Ctenogobius shennongensis
3865,Ctenogobius shufeldti
3866,Ctenogobius smaragdus
3868,Ctenogobius stigmaticus
3869,Ctenogobius stigmaturus
60225,Ctenogobius szechuanensis
55529,Ctenogobius thoropsis
66720,Ctenogobius vexillifer
61,Ctenolabrus rupestris
27221,Ctenolucius beani
12407,Ctenolucius hujeta
79,Ctenopharyngodon idella
2213,Ctenopharynx intermedius
2212,Ctenopharynx nitidus
2214,Ctenopharynx pictus
10029,Ctenopoma acutirostre
10032,Ctenopoma ashbysmithi
65294,Ctenopoma gabonense
10039,Ctenopoma garuanum
63214,Ctenopoma houyi
2496,Ctenopoma kingsleyae
10042,Ctenopoma maculatum
10028,Ctenopoma multispine
10043,Ctenopoma muriei
12801,Ctenopoma nebulosum
4779,Ctenopoma nigropannosum
10046,Ctenopoma ocellatum
10049,Ctenopoma pellegrini
10050,Ctenopoma petherici
10051,Ctenopoma riggenbachi
10052,Ctenopoma togoensis
10047,Ctenopoma weeksii
12076,Ctenops nobilis
1168,Ctenosciaena gracilicirrhus
14105,Ctenosciaena peruviana
16715,Ctenoscopelus phengodes
60408,Ctenotrypauchen chinensis
6245,Cualac tessellatus
11889,Cubanichthys cubensis
27735,Cubanichthys pengelleyi
10197,Cubiceps baxteri
8397,Cubiceps caeruleus
9888,Cubiceps capensis
1710,Cubiceps gracilis
15308,Cubiceps kotlyari
51639,Cubiceps macrolepis
51638,Cubiceps nanus
3919,Cubiceps paradoxus
5049,Cubiceps pauciradiatus
8028,Cubiceps whiteleggii
3271,Culaea inconstans
46708,Culter alburnus
54671,Culter flavipinnis
54724,Culter oxycephaloides
56031,Culter recurviceps
56030,Cultrichthys compressocorpus
8165,Cunningtonia longiventralis
68120,Curculionichthys coxipone
61602,Curculionichthys insperatus
68771,Curculionichthys itaim
68308,Curculionichthys karipuna
63836,Curculionichthys luteofrenatus
67596,Curculionichthys oliveirai
67598,Curculionichthys paresi
67600,Curculionichthys piracanjuba
68119,Curculionichthys sabaji
68121,Curculionichthys sagarana
69199,Curculionichthys scaius
68770,Curculionichthys tukana
51305,Curimata acutirostris
51238,Curimata aspera
51304,Curimata cerasina
51250,Curimata cisandina
27823,Curimata cyprinoides
51257,Curimata incompta
25640,Curimata inornata
51259,Curimata knerii
51311,Curimata macrops
51262,Curimata mivartii
51254,Curimata ocellata
51260,Curimata roseni
13251,Curimata vittata
51319,Curimatella alburnus
51877,Curimatella dorsalis
51878,Curimatella immaculata
51876,Curimatella lepidura
51321,Curimatella meyeri
27825,Curimatopsis cryptica
11890,Curimatopsis evelynae
11891,Curimatopsis macrolepis
51879,Curimatopsis microlepis
51880,Curimatopsis myersi
8337,Cyathochromis obliquidens
8570,Cyathopharynx furcifer
95,Cybiosarda elegans
2985,Cycleptus elongatus
56566,Cycleptus meridionalis
11227,Cyclichthys hardenbergi
5196,Cyclichthys orbicularis
10305,Cyclichthys spilostylus
10313,Cyclocheilichthys apogon
16120,Cyclocheilichthys armatus
14495,Cyclocheilichthys enoplos
27103,Cyclocheilichthys furcatus
16126,Cyclocheilichthys heteronema
17382,Cyclocheilichthys janthochir
27106,Cyclocheilichthys lagleri
63296,Cyclocheilichthys schoppeae
55333,Cyclocheilichthys sinensis
8571,Cyclopharynx fwae
6888,Cyclopharynx schwetzi
979,Cyclopsetta chittendeni
4219,Cyclopsetta fimbriata
13952,Cyclopsetta panamensis
13954,Cyclopsetta querna
51605,Cyclopsis tentacularis
24060,Cyclopteropsis bergi
51411,Cyclopteropsis brashnikowi
60671,Cyclopteropsis inarmatus
54220,Cyclopteropsis jordani
24061,Cyclopteropsis lindbergi
4181,Cyclopteropsis mcalpini
51415,Cyclopteropsis popovi
62,Cyclopterus lumpus
5116,Cyclothone acclinidens
9968,Cyclothone alba
7384,Cyclothone atraria
1774,Cyclothone braueri
56147,Cyclothone kobayashii
9980,Cyclothone livida
1775,Cyclothone microdon
9983,Cyclothone obscura
6966,Cyclothone pallida
16494,Cyclothone parapallida
6967,Cyclothone pseudopallida
9989,Cyclothone pygmaea
25278,Cyclothone signata
9108,Cyema atrum
7099,Cygnodraco mawsoni
5531,Cymatoceps nasutus
3626,Cymatogaster aggregata
68483,Cymatognathus aureolateralis
12826,Cymbacephalus beauforti
12564,Cymbacephalus bosschei
10776,Cymbacephalus nematophthalmus
15206,Cymbacephalus staigeri
6081,Cymolutes lecluse
5607,Cymolutes praetextatus
5608,Cymolutes torquatus
25715,Cynodon gibbus
57022,Cynodon meionactis
57795,Cynodon septenarius
49731,Cynodonichthys birkhahni
49736,Cynodonichthys boehlkei
49737,Cynodonichthys brunneus
49833,Cynodonichthys chucunaque
49749,Cynodonichthys elegans
49753,Cynodonichthys frommi
49754,Cynodonichthys fuscolineatus
49756,Cynodonichthys glaucus
66795,Cynodonichthys godmani
66796,Cynodonichthys hendrichsi
49758,Cynodonichthys hildebrandi
49764,Cynodonichthys isthmensis
49767,Cynodonichthys kuelpmanni
49769,Cynodonichthys leucurus
11887,Cynodonichthys magdalenae
49776,Cynodonichthys monikae
49778,Cynodonichthys montium
66797,Cynodonichthys myersi
49783,Cynodonichthys pacificus
49790,Cynodonichthys rubripunctatus
49832,Cynodonichthys siegfriedi
66798,Cynodonichthys sucubti
49439,Cynodonichthys tenuis
49799,Cynodonichthys uroflammeus
61598,Cynodonichthys villwocki
61594,Cynodonichthys wassmanni
49803,Cynodonichthys weberi
10522,Cynoglossus abbreviatus
7677,Cynoglossus acaudatus
10204,Cynoglossus acutirostris
7523,Cynoglossus arel
7678,Cynoglossus attenuatus
5455,Cynoglossus bilineatus
9248,Cynoglossus broadhursti
8093,Cynoglossus browni
8860,Cynoglossus cadenati
4948,Cynoglossus canariensis
8906,Cynoglossus capensis
10205,Cynoglossus carpenteri
68187,Cynoglossus crepida
5456,Cynoglossus cynoglossus
9244,Cynoglossus dispar
9250,Cynoglossus dollfusi
9242,Cynoglossus dubius
7680,Cynoglossus durbanensis
17165,Cynoglossus feldmanni
7681,Cynoglossus gilchristi
17174,Cynoglossus gracilis
17163,Cynoglossus heterolepis
8956,Cynoglossus interruptus
9245,Cynoglossus itinus
8958,Cynoglossus joyneri
